"","URLs","year","IslamWords","totals","anxioutyWords","chappwords","DHSWords","ReligLWICwords","optwords","frequency_anxiouty","frequency_chapp","frequency_religLWIC","frequency_reli_Lwicnoislam","frequency_dhs","frequency_islam","frequency_opt","state","globalterrorism","abbr","femadec","terroristattack","bioguide","end_last_term","first","last","religion","unafilated","other","jew","mormon","othodoxchristain","protestantdemonation","catholic","aa","hisp","id","icpsr","thomas","govtrack","cong","gender","type","start","end","district","class","party","dw1","comc","comr","leadcham","simpleparty","dwisest","manualcorrection","scomc","scomr","percentwhite","pres2","veryconservative","don'tattendchurch","don'tpray","unemploy","nonwhite","abrvState","catholic_state","jewish_state","evang_state","orthodox_state","bkprot_state","mainline_state","conservative.non.traditional_state","liberal.protestant_state","secular_state","veryReligous","upforElection","Female","Republican","frequency_chapp_lag1","frequency_religLWIC_lag1","frequency_anxiouty_lag1","frequency_opt_lag1","terroristattack_lag1","frequency_dhs_lag1","femadec_lag1","upforElection_lag1"
"crapo-2008","crapo","2008",134,3125419,1235,1912,7503,2409,4206,0.000395148018687734,0.000611758975490646,0.000770777654266196,-4.28730048049064e-05,0.00240063912244054,4.28752514203696e-05,0.00134574056323936,"Idaho",4785,"ID",2,0,"C000880","1/3/23","Michael","Crapo","Mormon",0,0,0,1,0,0,0,0,0,839,"29345",250,300030,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.548,0,0,0,"R","NULL","NULL","0","0",0.8907104,2.874317,3.661202,3.595628,2.855556,5.4,0,"id",7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,0.000911699574494679,0.00116425978808568,0.000561570338119487,0.00193897242784844,0,0.00427770920341365,1,0
"crapo-2010","crapo","2010",208,27325100,6795,6788,128514,18521,34726,0.000248673465974507,0.000248417291248705,0.000677802728081508,-7.61102419015015e-06,0.0047031493873801,7.61304899524613e-06,0.0012708472183121,"Idaho",4805,"ID",8,0,"C000880","1/3/23","Michael","Crapo","Mormon",0,0,0,1,0,0,0,0,0,840,"29345",250,300030,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.571,0,0,0,"R","NULL","NULL","0","0",0.8788927,3.21875,3.730104,3.733564,2.930796,9,0,"id",7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,1,0,1,0.000611758975490646,0.000770777654266196,0.000395148018687734,0.00134574056323936,0,0.00240063912244054,2,0
"crapo-2012","crapo","2012",43,48895634,10073,2556,170783,3587,40722,0.000206011213509043,5.22756059494801e-05,7.33613331536718e-05,-8.78422621653026e-07,0.00349280774016825,8.80424121998295e-07,0.000832836095256153,"Idaho",8481,"ID",0,0,"C000880","1/3/23","Michael","Crapo","Mormon",0,0,0,1,0,0,0,0,0,841,"29345",250,300030,112,"M","sen","1/5/11","1/3/17",0,3,"Republican",0.595,0,0,0,"R","NULL","NULL","0","0",0.8809524,3.07672,3.621693,3.840849,3.37037,7.1,0,"id",7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,0,0,1,0.000248417291248705,0.000677802728081508,0.000248673465974507,0.0012708472183121,0,0.0047031493873801,8,1
"demint-2008","demint","2008",19,17506597,13243,150601,31539,153784,50982,0.000756458694205219,0.0086025295211055,0.00878434669551124,-1.08380338322202e-06,0.001801550438763,1.08630515667894e-06,0.00291216034198977,"South Carolina",4785,"SC",0,0,"D000595","1/1/13","Jim","DeMint","Presbyterian",0,0,0,0,0,1,0,0,0,10906,"29936",1605,400105,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.9,0,0,0,"R","NULL","NULL","0","0",0.8258929,2.970982,3.678571,3.246637,2.788764,6.7,0,"sc",2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,0,0,1,0.00283976915345381,0.0025945403974126,0.000829084938881522,0.00278660432548394,0,0.00638600686776854,7,0
"demint-2010","demint","2010",26,25889545,7048,8224,17982,8190,85088,0.000272234444040828,0.000317658185555018,0.000316344914116683,-1.00325417503807e-06,0.000694567088357289,1.00526639402122e-06,0.00328657865132605,"South Carolina",4805,"SC",0,0,"D000595","1/1/13","Jim","DeMint","Presbyterian",0,0,0,0,0,1,0,0,0,10907,"29936",1605,400105,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.9,0,0,0,"R","NULL","NULL","0","0",0.7076462,2.857571,3.567568,3.421922,2.714286,11,0,"sc",2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,1,0,1,0.0086025295211055,0.00878434669551124,0.000756458694205219,0.00291216034198977,0,0.001801550438763,0,0
"demint-2012","demint","2012",161,316157678,413070,194571,343784,324637,688134,0.00130653260983805,0.000615424927803518,0.00102682091484009,-5.08236322200232e-07,0.0010873824679269,5.10239570009747e-07,0.00217655418179557,"South Carolina",8481,"SC",0,0,"D000595","1/1/13","Jim","DeMint","Presbyterian",0,0,0,0,0,1,0,0,0,10908,"29936",1605,400105,112,"M","sen","1/5/11","1/1/13",0,3,"Republican",0.9,0,0,0,"R","NULL","NULL","0","0",0.719697,2.854978,3.639913,3.44577,2.696641,9.4,0,"sc",2.259096861,0.245446771,32.18748474,0,11.78706646,14.8884201,0.484583855,0.035248198,38.11265182,0.7,0,0,1,0.000317658185555018,0.000316344914116683,0.000272234444040828,0.00328657865132605,0,0.000694567088357289,0,1
"dodd-2008","dodd","2008",121,10585191,28041,5744,39319,6428,25938,0.00264907932083521,0.00054264590834412,0.000607264487262535,-1.1430007030153e-05,0.00371453010013622,1.14320643993103e-05,0.00245040553214307,"Connecticut",4785,"CT",0,0,"D000388","1/3/11","Christopher","Dodd","Catholic",0,0,0,0,0,0,1,0,0,8755,"14213",302,300034,110,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.411,1,0,0,"D","NULL","NULL","1","0",0.8813187,3.306167,3.27033,3.923077,3.473094,5.7,0,"ct",41.8222847,3.512501478,4.15199852,0,2.639517546,9.690166473,0.245656073,0.126889348,37.70691299,0.43,0,0,0,0.000542834053541135,0.000660690384547076,0.000744297867226505,0.00198464341348276,0,0.00312515244762383,5,0
"dodd-2010","dodd","2010",106,7288020,4401,3328,23434,4058,15509,0.000603868717157747,0.000456640800659164,0.000556805180010483,-1.4543340327801e-05,0.0032154147886559,1.45454167277258e-05,0.00212801382104056,"Connecticut",4805,"CT",5,0,"D000388","1/3/11","Christopher","Dodd","Catholic",0,0,0,0,0,0,1,0,0,8756,"14213",302,300034,111,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.416,1,0,0,"D","NULL","NULL","1","0",0.8152031,2.740157,3.290957,3.916121,3.44357,9.2,0,"ct",41.8222847,3.512501478,4.15199852,0,2.639517546,9.690166473,0.245656073,0.126889348,37.70691299,0.43,1,0,0,0.00054264590834412,0.000607264487262535,0.00264907932083521,0.00245040553214307,0,0.00371453010013622,0,0
"dole-2008","dole","2008",23,2687802,1525,3068,7285,2928,6370,0.000567379103000147,0.00114145412787177,0.00108936695776028,-8.5557726469592e-06,0.00271039410187283,8.55817794688746e-06,0.00236996724007274,"North Carolina",4785,"NC",7,0,"D000601","1/3/09","Elizabeth","Dole","Presbyterian",0,0,0,0,0,1,0,0,0,8369,"40303",1698,300035,110,"F","sen","1/7/03","1/3/09",0,2,"Republican",0.412,0,0,0,"R","NULL","NULL","0","0",0.8214665,3.129649,3.479277,3.335813,3.056806,6.4,0,"nc",2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,1,1,1,0.000876586550965216,0.000815726760670665,0.000817772467907456,0.00287882250897503,1,0.00327415543248501,0,0
"domenici-2008","domenici","2008",30,3491683,2022,1207,13217,1386,7561,0.00057909136988753,0.00034567957391407,0.000396944250575725,-8.59073156805742e-06,0.00378528162255365,8.59284525055682e-06,0.002165432397982,"New Mexico",4785,"NM",4,1,"D000407","1/3/09","Pete","Domenici","Catholic",0,0,0,0,0,0,1,0,0,8387,"14103",1319,300036,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.26,0,1,0,"R","NULL","NULL","0","1",0.6615385,3.184615,3.361538,3.723077,3.338521,4.4,0,"nm",30.8471756,0.40097183,17.73780632,0,0.465061337,6.555807114,2.602455616,0.087586768,41.30313492,0.57,1,0,1,0.000389384884515334,0.000414216975757201,0.000604318111230658,0.00234089511387621,0,0.00457014915368185,27,0
"dorgan-2008","dorgan","2008",0,555440,278,67,1296,100,961,0.00050050510485381,0.000120626090018724,0.00018003844778914,1.32413482606427e-09,0.00233328632334726,1e-09,0.00173016087325364,"North Dakota",4785,"ND",0,0,"D000432","1/3/11","Byron","Dorgan","Lutheran",0,0,0,0,0,1,0,0,0,8770,"14812",308,300037,110,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.342,1,0,0,"D","NULL","NULL","1","0",0.949495,2.909091,3.535353,3.383838,3.846939,3.2,0,"nd",27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,0.000323910817480584,0.000282480491988882,0.000384173109104879,0.00215437792556854,0,0.00474189007218669,16,0
"dorgan-2010","dorgan","2010",0,1738556,768,453,6053,714,3858,0.000441746908673635,0.000260562063319214,0.00041068664947002,1.23622227266192e-09,0.00348162598073114,1e-09,0.00221908396310271,"North Dakota",4805,"ND",88,0,"D000432","1/3/11","Byron","Dorgan","Lutheran",0,0,0,0,0,1,0,0,0,8771,"14812",308,300037,111,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.334,1,0,0,"D","NULL","NULL","1","0",0.962406,2.947368,3.526316,3.511278,2.80303,3.8,0,"nd",27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,1,0,0,0.000120626090018724,0.00018003844778914,0.00050050510485381,0.00173016087325364,0,0.00233328632334726,0,0
"durbin-2008","durbin","2008",54,2703418,2086,1238,12649,1360,4801,0.000771616784166562,0.000457939801916685,0.000503067858325276,-1.99735274068389e-05,0.00467889268452677,1.99757134923271e-05,0.00177590099030856,"Illinois",4785,"IL",51,0,"D000563","1/3/21","Richard","Durbin","Catholic",0,0,0,0,0,0,1,0,0,223,"15021",326,300038,110,"M","sen","1/7/03","1/3/09",0,2,"Democrat",-0.505,0,0,0,"D","NULL","NULL","0","0",0.8191126,3.216909,3.34471,3.748933,3.489637,6.6,0,"il",31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,1,0,0,6.23568022073954e-05,0.000317448720328558,0.00139450348572902,0.00117342382335735,0,0.00532858773408652,32,0
"durbin-2010","durbin","2010",110,18250393,5466,11346,48260,8909,20660,0.00029950139979961,0.00062168624261368,0.000488154871535807,-6.0262407200288e-06,0.00264432761806242,6.02826746761015e-06,0.00113203141709842,"Illinois",4805,"IL",11,0,"D000563","1/3/21","Richard","Durbin","Catholic",0,0,0,0,0,0,1,0,0,225,"15021",326,300038,111,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.513,0,0,0,"D","NULL","NULL","0","0",0.7068353,2.627723,3.27747,3.819439,3.247431,10.2,0,"il",31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,0,0.000457939801916685,0.000503067858325276,0.000771616784166562,0.00177590099030856,0,0.00467889268452677,51,1
"durbin-2012","durbin","2012",2,35704085,259,198,59431,245,879,7.25507190801837e-06,5.546583929682e-06,6.86295991299035e-06,-5.50158070999463e-08,0.00166454442689359,5.70159992897171e-08,2.46200316878307e-05,"Illinois",8481,"IL",0,1,"D000563","1/3/21","Richard","Durbin","Catholic",0,0,0,0,0,0,1,0,0,224,"15021",326,300038,112,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.522,0,0,0,"D","NULL","NULL","0","0",0.6931653,2.469418,3.231292,3.944633,3.357108,8.7,0,"il",31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,0,0,0,0.00062168624261368,0.000488154871535807,0.00029950139979961,0.00113203141709842,0,0.00264432761806242,11,0
"ensign-2008","ensign","2008",295,4643969,3758,3022,14401,3349,10083,0.000809222594717794,0.000650737471324421,0.000721151378049466,-6.35220938986935e-05,0.00310101222552713,6.35242491862026e-05,0.0021712041238796,"Nevada",4785,"NV",1,0,"E000194","5/3/11","John","Ensign","Pentecostal",0,0,0,0,0,1,0,0,0,9222,"29537",348,300040,110,"M","sen","1/4/07","5/3/11",0,1,"Republican",0.567,0,0,0,"R","NULL","NULL","0","0",0.8278302,3.217494,3.386792,4.283019,4.176611,6.1,0,"nv",13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,0,0,1,0.000744060912365032,0.000781585951227251,0.000736779934675348,0.00207563971676689,0,0.00307593403628811,16,1
"ensign-2010","ensign","2010",0,505756,255,195,1075,253,1125,0.000504196699111825,0.000385562416967866,0.000500242223040359,1.98909597323682e-09,0.00212553188841259,1e-09,0.00222439379019923,"Nevada",4805,"NV",1,0,"E000194","5/3/11","John","Ensign","Pentecostal",0,0,0,0,0,1,0,0,0,9223,"29537",348,300040,111,"M","sen","1/4/07","5/3/11",0,1,"Republican",0.638,0,0,0,"R","NULL","NULL","0","0",0.7955272,3.0176,3.464,4.185304,3.394569,14.4,0,"nv",13.05971813,1.697407246,5.815450191,0,1.701900363,2.437443495,7.408100605,0.017556516,67.85643005,0.49,0,0,1,0.000650737471324421,0.000721151378049466,0.000809222594717794,0.0021712041238796,0,0.00310101222552713,1,0
"enzi-2008","enzi","2008",36,3012217,1961,3125,6438,3389,7770,0.000651016514486506,0.00103744285760853,0.0011250859457393,-1.19499566923811e-05,0.00213729721737079,1.19523301996503e-05,0.00257949643475785,"Wyoming",4785,"WY",0,0,"E000285","1/3/21","Michael","Enzi","Presbyterian",0,0,0,0,0,1,0,0,0,231,"49706",1542,300041,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.581,0,1,0,"R","NULL","NULL","NULL","NULL",0.9508197,2.95082,3.754098,4.1,3.393443,2.9,0,"wy",13.13196087,0.072753251,14.16726208,0,0.134042352,10.07059288,10.09572601,0.030644549,52.29701996,0.54,1,0,1,0.000359669425360306,0.000387989773813873,0.000679925365789397,0.00212851118918937,0,0.00323843284566543,2,0
"enzi-2010","enzi","2010",0,1172153,549,674,2392,653,2552,0.000468369890409358,0.000575011258899649,0.00055709550899328,1.47527456653976e-09,0.00204069022743021,1e-09,0.00217719117909778,"Wyoming",4805,"WY",3,0,"E000285","1/3/21","Michael","Enzi","Presbyterian",0,0,0,0,0,1,0,0,0,233,"49706",1542,300041,111,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.582,0,1,0,"R","NULL","NULL","NULL","NULL",0.9130435,2.967391,3.48913,3.793478,3.152174,6.6,0,"wy",13.13196087,0.072753251,14.16726208,0,0.134042352,10.07059288,10.09572601,0.030644549,52.29701996,0.54,0,0,1,0.00103744285760853,0.0011250859457393,0.000651016514486506,0.00257949643475785,0,0.00213729721737079,0,1
"enzi-2012","enzi","2012",30,2920411,1710,1854,4214,2319,6808,0.000585535022437253,0.000634843150642495,0.00079406731463859,-1.02712548071779e-05,0.0014429485851173,1.02735267094255e-05,0.00233117972792562,"Wyoming",8481,"WY",5,0,"E000285","1/3/21","Michael","Enzi","Presbyterian",0,0,0,0,0,1,0,0,0,232,"49706",1542,300041,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.582,0,1,0,"R","NULL","NULL","NULL","NULL",0.8794326,3.099291,3.680851,3.985816,3.248227,5.5,0,"wy",13.13196087,0.072753251,14.16726208,0,0.134042352,10.07059288,10.09572601,0.030644549,52.29701996,0.54,0,0,1,0.000575011258899649,0.00055709550899328,0.000468369890409358,0.00217719117909778,0,0.00204069022743021,3,0
"feingold-2008","feingold","2008",301,5211245,4101,2270,15280,2698,13450,0.000786953062319081,0.000435597484141506,0.00051772757013823,-5.77586106637531e-05,0.00293212182717278,5.77607100117151e-05,0.00258095814171949,"Wisconsin",4785,"WI",42,0,"F000061","1/3/11","Russell","Feingold","Jew",0,0,1,0,0,0,0,0,0,8791,"49309",1331,300042,110,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.39,0,0,0,"D","NULL","NULL","0","0",0.9262412,3.217021,3.380142,3.931818,3.470672,4.7,0,"wi",31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,0,0,0,0.000264226764049906,0.000372446890815028,0.00106322860906252,0.00213383486313176,0,0.0031786158596775,0,0
"feingold-2010","feingold","2010",209,5032242,4801,1794,15337,2162,12833,0.000954048917409377,0.000356502138061325,0.000429630576638007,-4.15310984901806e-05,0.00304774790883308,4.15331838655613e-05,0.0025501565767787,"Wisconsin",4805,"WI",12,0,"F000061","1/3/11","Russell","Feingold","Jew",0,0,1,0,0,0,0,0,0,8792,"49309",1331,300042,111,"M","sen","1/4/05","12/22/10",0,3,"Democrat",-0.358,0,0,0,"D","NULL","NULL","0","0",0.8875,2.881731,3.411538,3.816346,3.204808,8.7,0,"wi",31.7733326,0.707412779,13.82530499,0,1.63421452,16.31730843,0.235702053,0.088700019,35.39758301,0.45,1,0,0,0.000435597484141506,0.00051772757013823,0.000786953062319081,0.00258095814171949,0,0.00293212182717278,42,0
"franken-2012","franken","2012",0,1250659,1252,434,3567,565,2895,0.00100107323471786,0.000347018052609864,0.000451762831162611,1.36121903025734e-09,0.00285209737479121,1e-09,0.00231478064816948,"Minnesota",8481,"MN",18,0,"F000457","1/3/21","Alan","Franken","Jew",0,0,1,0,0,0,0,0,0,412,"40904",1969,412378,112,"M","sen","7/7/09","1/3/15",0,2,"Democrat",-0.474,0,0,0,"D","NULL","NULL","0","0",0.8800403,2.621212,3.237134,3.83552,3.379032,5.8,0,"mn",25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,0,0,0,0.000426512082943364,0.000455416139803988,0.00104971174793829,0.0021142270128052,0,0.00303422199336899,99,0
"gillibrand-2012","gillibrand","2012",0,1023927,585,231,3998,275,1554,0.000571330792065255,0.000225603020456536,0.000268574833876829,1.26229783361199e-09,0.0039045762285075,1e-09,0.00151768731943488,"New York",8481,"NY",76,4,"G000555","1/3/19","Kirsten","Gillibrand","Catholic",0,0,0,0,0,0,1,0,0,410,"20735",1866,412223,112,"F","sen","1/27/09","1/3/13",0,1,"Democrat",-0.478,0,0,0,"D","NULL","NULL","NULL","NULL",0.6647847,2.467161,3.184936,4.175327,3.800707,8.7,0,"ny",40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,1,1,0,0.000355207061130145,0.000439423907236061,0.00062140000686191,0.00161394561691421,2,0.00346826796542722,12,0
"grassley-2008","grassley","2008",6,6740776,740,120064,3789,68558,9377,0.000109780645548228,0.0178116001393276,0.0101706401074262,-8.87596410990749e-07,0.000562102455381398,8.91105234174819e-07,0.00139108713014288,"Iowa",4785,"IA",115,0,"G000386","1/3/23","Charles","Grassley","Baptist",0,0,0,0,0,1,0,0,0,1155,"14226",457,300048,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.422,0,1,0,"R","NULL","NULL","NULL","NULL",0.9476082,3.154897,3.494305,3.621005,3.40367,4,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,0,0,1,0.000427878733496724,0.000453099885965822,0.000915899215188989,0.00219089020259534,1,0.00300713840977706,0,0
"grassley-2010","grassley","2010",12,4499748,2640,1639,14558,1602,6473,0.00058670052183989,0.000364243619808932,0.000356020937116479,-2.66573688839084e-06,0.00323529328747921,2.66781600836314e-06,0.00143852600184455,"Iowa",4805,"IA",117,0,"G000386","1/3/23","Charles","Grassley","Baptist",0,0,0,0,0,1,0,0,0,1156,"14226",457,300048,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.438,0,1,0,"R","NULL","NULL","NULL","NULL",0.9170897,2.959391,3.492386,3.620981,3.14044,6.1,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,1,0,1,0.0178116001393276,0.0101706401074262,0.000109780645548228,0.00139108713014288,0,0.000562102455381398,115,0
"grassley-2012","grassley","2012",0,1525144,1129,708,5537,730,2658,0.000740258969083575,0.000464219460683057,0.000478644328105412,1.31383484320524e-09,0.00363047785988995,1e-09,0.00174278725493724,"Iowa",8481,"IA",0,0,"G000386","1/3/23","Charles","Grassley","Baptist",0,0,0,0,0,1,0,0,0,1157,"14226",457,300048,112,"M","sen","1/5/11","1/3/17",0,3,"Republican",0.453,0,1,0,"R","NULL","NULL","NULL","NULL",0.9172078,2.717532,3.452922,3.868506,3.324675,5.1,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,0,0,1,0.000364243619808932,0.000356020937116479,0.00058670052183989,0.00143852600184455,0,0.00323529328747921,117,1
"gregg-2008","gregg","2008",14,531202,388,91,2212,167,1156,0.00073041993667569,0.000171310595972907,0.000314382346455774,-2.63537306272445e-05,0.0041641419482645,2.63563224573703e-05,0.00217619762576572,"New Hampshire",4785,"NH",21,0,"G000445","1/3/11","Judd","Gregg","Congregationalist",0,0,0,0,0,1,0,0,0,8824,"14826",466,300049,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.398,0,1,0,"R","NULL","NULL","0","1",0.9446809,3.272341,3.429787,4.226496,4.021739,3.8,0,"nh",26.78038979,0.602207601,4.118451118,0,0.137480035,7.083332062,0.417849153,0.377641857,60.48021698,0.33,0,0,1,8.94916403318523e-05,0.000182491717539464,0.000707152530465422,0.00227587081392966,0,0.00512202412017014,7,0
"gregg-2010","gregg","2010",118,6202459,4159,1648,22003,2060,14127,0.000670541506595852,0.000265702071139688,0.00033212733892461,-1.9023659070485e-05,0.0035474649977467,1.90257126180117e-05,0.00227764604368348,"New Hampshire",4805,"NH",8,0,"G000445","1/3/11","Judd","Gregg","Congregationalist",0,0,0,0,0,1,0,0,0,8825,"14826",466,300049,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.395,0,1,0,"R","NULL","NULL","0","1",0.9011628,2.941691,3.392442,4.223837,3.65407,5.9,0,"nh",26.78038979,0.602207601,4.118451118,0,0.137480035,7.083332062,0.417849153,0.377641857,60.48021698,0.33,1,0,1,0.000171310595972907,0.000314382346455774,0.00073041993667569,0.00217619762576572,0,0.0041641419482645,21,0
"hagan-2012","hagan","2012",0,905553,458,672,2727,800,1493,0.000505769298487223,0.00074208898380658,0.000883439075960214,1.97557854257036e-09,0.00301142054142938,1e-09,0.00164871730926075,"North Carolina",8481,"NC",0,0,"H001049","1/3/15","Kay","Hagan","Presbyterian",0,0,0,0,0,1,0,0,0,243,"40907",1902,412324,112,"F","sen","1/6/09","1/3/15",0,2,"Democrat",-0.244,0,0,0,"D","NULL","NULL","0","0",0.689554,2.612221,3.454225,3.592244,2.895294,9.2,0,"nc",2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,0,1,0,0.000734385184103989,0.000761915987631787,0.000481101791648255,0.00178881495921862,0,0.0029182661739465,58,0
"hagel-2008","hagel","2008",335,399902,290,280,1236,917,766,0.00072517866852879,0.000700172542027797,0.00229306280014103,-0.000837698503723912,0.0030907582355227,0.000837706237783257,0.00191547028997604,"Nebraska",4785,"NE",79,0,"H001028","1/3/09","Charles","Hagel","Catholic",0,0,0,0,0,0,1,0,0,8450,"49704",1545,300050,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.309,0,0,0,"R","NULL","NULL","0","0",0.9211618,3.170125,3.564315,3.539419,3.527197,3.3,0,"ne",21.2477951,0.095833384,15.94693279,0,1.206169605,24.21151924,0.668784857,0.064559661,36.22772598,0.54,1,0,1,0.000222681958370698,0.00158284132571604,0.00113146100469436,0.00225690260510842,0,0.00594618442892565,32,0
"harkin-2008","harkin","2008",13,5642890,3709,2053,27051,2402,12524,0.00065728831199793,0.000363821666360677,0.000425669407500412,-2.30270861944722e-06,0.00479382118788245,2.30478405391564e-06,0.00221943111471072,"Iowa",4785,"IA",115,0,"H000206","1/3/15","Thomas","Harkin","Catholic",0,0,0,0,0,0,1,0,0,261,"14230",501,300051,110,"M","sen","1/7/03","1/3/09",0,2,"Democrat",-0.507,1,0,0,"D","NULL","NULL","1","0",0.9476082,3.154897,3.494305,3.621005,3.40367,4,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,1,0,0,0.000421633866731124,0.000497266978907635,0.000763141999681385,0.00219292658006033,1,0.00451016865484757,0,0
"harkin-2010","harkin","2010",0,2604249,1496,944,11064,1113,5261,0.000574446838320376,0.000362485539688793,0.000427379488001723,1.16410815094936e-09,0.00424844268126781,1e-09,0.00202016113061731,"Iowa",4805,"IA",117,0,"H000206","1/3/15","Thomas","Harkin","Catholic",0,0,0,0,0,0,1,0,0,263,"14230",501,300051,111,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.512,1,0,0,"D","NULL","NULL","1","0",0.9170897,2.959391,3.492386,3.620981,3.14044,6.1,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,0,0,0,0.000363821666360677,0.000425669407500412,0.00065728831199793,0.00221943111471072,0,0.00479382118788245,115,1
"harkin-2012","harkin","2012",0,368779,174,91,1510,130,629,0.000471828300361463,0.000246761254786742,0.000352515649695346,1.95589675576794e-09,0.00409459423876902,1e-09,0.00170562957429517,"Iowa",8481,"IA",0,0,"H000206","1/3/15","Thomas","Harkin","Catholic",0,0,0,0,0,0,1,0,0,262,"14230",501,300051,112,"M","sen","1/6/09","1/3/15",0,2,"Democrat",-0.517,1,0,0,"D","NULL","NULL","1","0",0.9172078,2.717532,3.452922,3.868506,3.324675,5.1,0,"ia",18.73849106,0,12.06260586,0,0.520643711,28.5258503,0.373925686,0.077680603,39.45947647,0.55,0,0,0,0.000362485539688793,0.000427379488001723,0.000574446838320376,0.00202016113061731,0,0.00424844268126781,117,0
"hatch-2008","hatch","2008",16,1383901,1180,1211,3017,1360,2746,0.00085266314852074,0.000875063594795437,0.000982730255922208,-1.15598105426212e-05,0.00218007023905684,1.15625206579083e-05,0.00198424698291352,"Utah",4785,"UT",0,0,"H000338","1/3/19","Orrin","Hatch","Mormon",0,0,0,1,0,0,0,0,0,75,"14503",1351,300052,110,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.376,0,0,0,"R","NULL","NULL","0","0",0.8885449,2.968847,3.681114,3.130031,2.674121,3.5,0,"ut",3.849203348,0.171227902,2.214528322,0,0.181907892,1.541399479,71.75563812,0.043300346,20.24279594,0.64,0,0,1,0.000876351846190444,0.00106517295677292,0.000958761959695507,0.00223378234982668,0,0.00241941750241283,0,1
